n,principal_ideal_bitmasks,h_coefficients
5,11;2;31;10;31,1;16;56;56;16;1
5,11;2;31;11;16,1;13;40;40;13;1
5,11;2;31;11;18,1;14;47;47;14;1
5,11;2;31;11;27,1;16;54;54;16;1
5,11;2;31;11;31,1;17;61;61;17;1
5,11;10;4;8;16,1;8;19;19;8;1
5,11;10;4;8;20,1;9;25;25;9;1
5,11;10;4;8;24,1;9;23;23;9;1
5,11;10;4;8;26,1;10;26;26;10;1
5,11;10;4;8;27,1;11;30;30;11;1
5,11;10;4;8;28,1;10;29;29;10;1
5,11;10;4;8;30,1;11;32;32;11;1
5,11;10;4;8;31,1;12;36;36;12;1
5,11;10;4;10;16,1;9;22;22;9;1
5,11;10;4;10;20,1;10;29;29;10;1
5,11;10;4;10;26,1;11;29;29;11;1
5,11;10;4;10;27,1;12;34;34;12;1
5,11;10;4;10;30,1;12;36;36;12;1
5,11;10;4;10;31,1;13;41;41;13;1
5,11;10;12;8;16,1;9;23;23;9;1
5,11;10;12;8;24,1;10;27;27;10;1
5,11;10;12;8;26,1;11;31;31;11;1
5,11;10;12;8;27,1;12;36;36;12;1
5,11;10;12;8;28,1;11;33;33;11;1
5,11;10;12;8;30,1;12;37;37;12;1
5,11;10;12;8;31,1;13;42;42;13;1
5,11;10;14;8;16,1;10;26;26;10;1
5,11;10;14;8;24,1;11;31;31;11;1
5,11;10;14;8;26,1;12;34;34;12;1
5,11;10;14;8;27,1;13;40;40;13;1
5,11;10;14;8;30,1;13;40;40;13;1
5,11;10;14;8;31,1;14;46;46;14;1
5,11;10;14;10;16,1;11;29;29;11;1
5,11;10;14;10;26,1;13;37;37;13;1
5,11;10;14;10;27,1;14;44;44;14;1
5,11;10;14;10;30,1;14;44;44;14;1
5,11;10;14;10;31,1;15;51;51;15;1
5,11;10;15;8;16,1;11;30;30;11;1
5,11;10;15;8;24,1;12;36;36;12;1
5,11;10;15;8;26,1;13;40;40;13;1
5,11;10;15;8;27,1;14;44;44;14;1
5,11;10;15;8;31,1;15;50;50;15;1
5,11;10;15;10;16,1;12;34;34;12;1
5,11;10;15;10;26,1;14;44;44;14;1
5,11;10;15;10;27,1;15;49;49;15;1
5,11;10;15;10;31,1;16;56;56;16;1
5,11;10;20;8;16,1;9;25;25;9;1
5,11;10;20;8;20,1;10;31;31;10;1
5,11;10;20;10;16,1;10;29;29;10;1
5,11;10;20;10;20,1;11;36;36;11;1
5,11;10;28;8;16,1;10;29;29;10;1
5,11;10;28;8;24,1;11;33;33;11;1
5,11;10;28;8;28,1;12;39;39;12;1
5,11;10;30;8;16,1;11;32;32;11;1
5,11;10;30;8;24,1;12;37;37;12;1
5,11;10;30;8;26,1;13;40;40;13;1
5,11;10;30;8;30,1;14;46;46;14;1
5,11;10;30;10;16,1;12;36;36;12;1
5,11;10;30;10;26,1;14;44;44;14;1
5,11;10;30;10;30,1;15;51;51;15;1
5,11;10;31;8;16,1;12;36;36;12;1
5,11;10;31;8;24,1;13;42;42;13;1
5,11;10;31;8;26,1;14;46;46;14;1
5,11;10;31;8;27,1;15;50;50;15;1
5,11;10;31;8;31,1;16;56;56;16;1
5,11;10;31;10;16,1;13;41;41;13;1
5,11;10;31;10;26,1;15;51;51;15;1
5,11;10;31;10;27,1;16;56;56;16;1
5,11;10;31;10;31,1;17;63;63;17;1
5,11;11;4;8;16,1;9;22;22;9;1
5,11;11;4;8;20,1;10;29;29;10;1
5,11;11;4;8;24,1;10;27;27;10;1
5,11;11;4;8;27,1;12;33;33;12;1
5,11;11;4;8;28,1;11;34;34;11;1
5,11;11;4;8;31,1;13;40;40;13;1
5,11;11;4;11;16,1;11;28;28;11;1
5,11;11;4;11;20,1;12;37;37;12;1
5,11;11;4;11;27,1;14;40;40;14;1
5,11;11;4;11;31,1;15;49;49;15;1
5,11;11;12;8;16,1;10;27;27;10;1
5,11;11;12;8;24,1;11;32;32;11;1
5,11;11;12;8;27,1;13;40;40;13;1
5,11;11;12;8;28,1;12;39;39;12;1
5,11;11;12;8;31,1;14;47;47;14;1
5,11;11;15;8;16,1;12;33;33;12;1
5,11;11;15;8;24,1;13;40;40;13;1
5,11;11;15;8;27,1;15;47;47;15;1
5,11;11;15;8;31,1;16;54;54;16;1
5,11;11;15;11;16,1;14;40;40;14;1
5,11;11;15;11;27,1;17;55;55;17;1
5,11;11;15;11;31,1;18;64;64;18;1
5,11;11;20;8;16,1;10;29;29;10;1
5,11;11;20;8;20,1;11;36;36;11;1
5,11;11;20;11;16,1;12;37;37;12;1
5,11;11;20;11;20,1;13;46;46;13;1
5,11;11;28;8;16,1;11;34;34;11;1
5,11;11;28;8;24,1;12;39;39;12;1
5,11;11;28;8;28,1;13;46;46;13;1
5,11;11;31;8;16,1;13;40;40;13;1
5,11;11;31;8;24,1;14;47;47;14;1
5,11;11;31;8;27,1;16;54;54;16;1
5,11;11;31;8;31,1;17;61;61;17;1
5,11;11;31;11;16,1;15;49;49;15;1
5,11;11;31;11;27,1;18;64;64;18;1
5,11;11;31;11;31,1;19;73;73;19;1
5,13;2;4;8;16,1;7;16;16;7;1
5,13;2;4;8;18,1;8;21;21;8;1
5,13;2;4;8;20,1;8;20;20;8;1
5,13;2;4;8;22,1;9;25;25;9;1
5,13;2;4;8;24,1;8;20;20;8;1
5,13;2;4;8;26,1;9;25;25;9;1
5,13;2;4;8;28,1;9;23;23;9;1
5,13;2;4;8;29,1;10;26;26;10;1
5,13;2;4;8;30,1;10;28;28;10;1
5,13;2;4;8;31,1;11;31;31;11;1
5,13;2;4;12;16,1;8;19;19;8;1
5,13;2;4;12;18,1;9;25;25;9;1
5,13;2;4;12;20,1;9;23;23;9;1
5,13;2;4;12;22,1;10;29;29;10;1
5,13;2;4;12;28,1;10;26;26;10;1
5,13;2;4;12;29,1;11;30;30;11;1
5,13;2;4;12;30,1;11;32;32;11;1
5,13;2;4;12;31,1;12;36;36;12;1
5,13;2;4;13;16,1;9;22;22;9;1
5,13;2;4;13;18,1;10;29;29;10;1
5,13;2;4;13;20,1;10;27;27;10;1
5,13;2;4;13;22,1;11;34;34;11;1
5,13;2;4;13;29,1;12;33;33;12;1
5,13;2;4;13;31,1;13;40;40;13;1
5,13;2;12;8;16,1;8;19;19;8;1
5,13;2;12;8;18,1;9;25;25;9;1
5,13;2;12;8;24,1;9;23;23;9;1
5,13;2;12;8;26,1;10;29;29;10;1
5,13;2;12;8;28,1;10;26;26;10;1
5,13;2;12;8;29,1;11;30;30;11;1
5,13;2;12;8;30,1;11;32;32;11;1
5,13;2;12;8;31,1;12;36;36;12;1
5,13;2;12;12;16,1;9;22;22;9;1
5,13;2;12;12;18,1;10;29;29;10;1
5,13;2;12;12;28,1;11;29;29;11;1
5,13;2;12;12;29,1;12;34;34;12;1
5,13;2;12;12;30,1;12;36;36;12;1
5,13;2;12;12;31,1;13;41;41;13;1
5,13;2;13;8;16,1;9;22;22;9;1
5,13;2;13;8;18,1;10;29;29;10;1
5,13;2;13;8;24,1;10;27;27;10;1
5,13;2;13;8;26,1;11;34;34;11;1
5,13;2;13;8;29,1;12;33;33;12;1
5,13;2;13;8;31,1;13;40;40;13;1
5,13;2;13;13;16,1;11;28;28;11;1
5,13;2;13;13;18,1;12;37;37;12;1
5,13;2;13;13;29,1;14;40;40;14;1
5,13;2;13;13;31,1;15;49;49;15;1
5,13;6;4;8;16,1;8;20;20;8;1
5,13;6;4;8;20,1;9;24;24;9;1
5,13;6;4;8;22,1;10;29;29;10;1
5,13;6;4;8;24,1;9;25;25;9;1
5,13;6;4;8;28,1;10;28;28;10;1
5,13;6;4;8;29,1;11;32;32;11;1
5,13;6;4;8;30,1;11;33;33;11;1
5,13;6;4;8;31,1;12;37;37;12;1
5,13;6;4;12;16,1;9;23;23;9;1
5,13;6;4;12;20,1;10;27;27;10;1
5,13;6;4;12;22,1;11;33;33;11;1
5,13;6;4;12;28,1;11;31;31;11;1
5,13;6;4;12;29,1;12;36;36;12;1
5,13;6;4;12;30,1;12;37;37;12;1
5,13;6;4;12;31,1;13;42;42;13;1
5,13;6;4;13;16,1;10;27;27;10;1
5,13;6;4;13;20,1;11;32;32;11;1
5,13;6;4;13;22,1;12;39;39;12;1
5,13;6;4;13;29,1;13;40;40;13;1
5,13;6;4;13;31,1;14;47;47;14;1
5,13;10;4;8;16,1;8;20;20;8;1
5,13;10;4;8;20,1;9;25;25;9;1
5,13;10;4;8;24,1;9;24;24;9;1
5,13;10;4;8;26,1;10;29;29;10;1
5,13;10;4;8;28,1;10;28;28;10;1
5,13;10;4;8;29,1;11;32;32;11;1
5,13;10;4;8;30,1;11;33;33;11;1
5,13;10;4;8;31,1;12;37;37;12;1
5,13;10;12;8;16,1;9;23;23;9;1
5,13;10;12;8;24,1;10;27;27;10;1
5,13;10;12;8;26,1;11;33;33;11;1
5,13;10;12;8;28,1;11;31;31;11;1
5,13;10;12;8;29,1;12;36;36;12;1
5,13;10;12;8;30,1;12;37;37;12;1
5,13;10;12;8;31,1;13;42;42;13;1
5,13;10;13;8;16,1;10;27;27;10;1
5,13;10;13;8;24,1;11;32;32;11;1
5,13;10;13;8;26,1;12;39;39;12;1
5,13;10;13;8;29,1;13;40;40;13;1
5,13;10;13;8;31,1;14;47;47;14;1
5,13;14;4;8;16,1;9;23;23;9;1
5,13;14;4;8;20,1;10;28;28;10;1
5,13;14;4;8;24,1;10;28;28;10;1
5,13;14;4;8;28,1;11;31;31;11;1
5,13;14;4;8;29,1;12;36;36;12;1
5,13;14;4;8;30,1;12;36;36;12;1
5,13;14;4;8;31,1;13;41;41;13;1
5,13;14;4;12;16,1;10;26;26;10;1
5,13;14;4;12;20,1;11;31;31;11;1
5,13;14;4;12;28,1;12;34;34;12;1
5,13;14;4;12;29,1;13;40;40;13;1
5,13;14;4;12;30,1;13;40;40;13;1
5,13;14;4;12;31,1;14;46;46;14;1
5,13;14;12;8;16,1;10;26;26;10;1
5,13;14;12;8;24,1;11;31;31;11;1
5,13;14;12;8;28,1;12;34;34;12;1
5,13;14;12;8;29,1;13;40;40;13;1
5,13;14;12;8;30,1;13;40;40;13;1
5,13;14;12;8;31,1;14;46;46;14;1
5,13;14;12;12;16,1;11;29;29;11;1
5,13;14;12;12;28,1;13;37;37;13;1
5,13;14;12;12;29,1;14;44;44;14;1
5,13;14;12;12;30,1;14;44;44;14;1
5,13;14;12;12;31,1;15;51;51;15;1
5,13;15;4;8;16,1;10;26;26;10;1
5,13;15;4;8;20,1;11;32;32;11;1
5,13;15;4;8;24,1;11;32;32;11;1
5,13;15;4;8;28,1;12;36;36;12;1
5,13;15;4;8;29,1;13;39;39;13;1
5,13;15;4;8;31,1;14;44;44;14;1
5,13;15;4;12;16,1;11;30;30;11;1
5,13;15;4;12;20,1;12;36;36;12;1
5,13;15;4;12;28,1;13;40;40;13;1
5,13;15;4;12;29,1;14;44;44;14;1
5,13;15;4;12;31,1;15;50;50;15;1
5,13;15;4;13;16,1;12;33;33;12;1
5,13;15;4;13;20,1;13;40;40;13;1
5,13;15;4;13;29,1;15;47;47;15;1
5,13;15;4;13;31,1;16;54;54;16;1
5,13;15;12;8;16,1;11;30;30;11;1
5,13;15;12;8;24,1;12;36;36;12;1
5,13;15;12;8;28,1;13;40;40;13;1
5,13;15;12;8;29,1;14;44;44;14;1
5,13;15;12;8;31,1;15;50;50;15;1
5,13;15;12;12;16,1;12;34;34;12;1
5,13;15;12;12;28,1;14;44;44;14;1
5,13;15;12;12;29,1;15;49;49;15;1
5,13;15;12;12;31,1;16;56;56;16;1
5,13;15;13;8;16,1;12;33;33;12;1
5,13;15;13;8;24,1;13;40;40;13;1
5,13;15;13;8;29,1;15;47;47;15;1
5,13;15;13;8;31,1;16;54;54;16;1
5,13;15;13;13;16,1;14;40;40;14;1
5,13;15;13;13;29,1;17;55;55;17;1
5,13;15;13;13;31,1;18;64;64;18;1
5,13;18;4;8;16,1;8;21;21;8;1
5,13;18;4;8;18,1;9;26;26;9;1
5,13;18;4;12;16,1;9;25;25;9;1
5,13;18;4;12;18,1;10;31;31;10;1
5,13;18;4;13;16,1;10;29;29;10;1
5,13;18;4;13;18,1;11;36;36;11;1
5,13;18;12;8;16,1;9;25;25;9;1
5,13;18;12;8;18,1;10;31;31;10;1
5,13;18;12;12;16,1;10;29;29;10;1
5,13;18;12;12;18,1;11;36;36;11;1
5,13;18;13;8;16,1;10;29;29;10;1
5,13;18;13;8;18,1;11;36;36;11;1
5,13;18;13;13;16,1;12;37;37;12;1
5,13;18;13;13;18,1;13;46;46;13;1
5,13;22;4;8;16,1;9;25;25;9;1
5,13;22;4;8;20,1;10;29;29;10;1
5,13;22;4;8;22,1;11;34;34;11;1
5,13;22;4;12;16,1;10;29;29;10;1
5,13;22;4;12;20,1;11;33;33;11;1
5,13;22;4;12;22,1;12;39;39;12;1
5,13;22;4;13;16,1;11;34;34;11;1
5,13;22;4;13;20,1;12;39;39;12;1
5,13;22;4;13;22,1;13;46;46;13;1
5,13;26;4;8;16,1;9;25;25;9;1
5,13;26;4;8;24,1;10;29;29;10;1
5,13;26;4;8;26,1;11;34;34;11;1
5,13;26;12;8;16,1;10;29;29;10;1
5,13;26;12;8;24,1;11;33;33;11;1
5,13;26;12;8;26,1;12;39;39;12;1
5,13;26;13;8;16,1;11;34;34;11;1
5,13;26;13;8;24,1;12;39;39;12;1
5,13;26;13;8;26,1;13;46;46;13;1
5,13;30;4;8;16,1;10;28;28;10;1
5,13;30;4;8;20,1;11;33;33;11;1
5,13;30;4;8;24,1;11;33;33;11;1
5,13;30;4;8;28,1;12;36;36;12;1
5,13;30;4;8;30,1;13;41;41;13;1
5,13;30;4;12;16,1;11;32;32;11;1
5,13;30;4;12;20,1;12;37;37;12;1
5,13;30;4;12;28,1;13;40;40;13;1
5,13;30;4;12;30,1;14;46;46;14;1
5,13;30;12;8;16,1;11;32;32;11;1
5,13;30;12;8;24,1;12;37;37;12;1
5,13;30;12;8;28,1;13;40;40;13;1
5,13;30;12;8;30,1;14;46;46;14;1
5,13;30;12;12;16,1;12;36;36;12;1
5,13;30;12;12;28,1;14;44;44;14;1
5,13;30;12;12;30,1;15;51;51;15;1
5,13;31;4;8;16,1;11;31;31;11;1
5,13;31;4;8;20,1;12;37;37;12;1
5,13;31;4;8;24,1;12;37;37;12;1
5,13;31;4;8;28,1;13;41;41;13;1
5,13;31;4;8;29,1;14;44;44;14;1
5,13;31;4;8;31,1;15;49;49;15;1
5,13;31;4;12;16,1;12;36;36;12;1
5,13;31;4;12;20,1;13;42;42;13;1
5,13;31;4;12;28,1;14;46;46;14;1
5,13;31;4;12;29,1;15;50;50;15;1
5,13;31;4;12;31,1;16;56;56;16;1
5,13;31;4;13;16,1;13;40;40;13;1
5,13;31;4;13;20,1;14;47;47;14;1
5,13;31;4;13;29,1;16;54;54;16;1
5,13;31;4;13;31,1;17;61;61;17;1
5,13;31;12;8;16,1;12;36;36;12;1
5,13;31;12;8;24,1;13;42;42;13;1
5,13;31;12;8;28,1;14;46;46;14;1
5,13;31;12;8;29,1;15;50;50;15;1
5,13;31;12;8;31,1;16;56;56;16;1
5,13;31;12;12;16,1;13;41;41;13;1
5,13;31;12;12;28,1;15;51;51;15;1
5,13;31;12;12;29,1;16;56;56;16;1
5,13;31;12;12;31,1;17;63;63;17;1
5,13;31;13;8;16,1;13;40;40;13;1
5,13;31;13;8;24,1;14;47;47;14;1
5,13;31;13;8;29,1;16;54;54;16;1
5,13;31;13;8;31,1;17;61;61;17;1
5,13;31;13;13;16,1;15;49;49;15;1
5,13;31;13;13;29,1;18;64;64;18;1
5,13;31;13;13;31,1;19;73;73;19;1
5,15;2;4;8;16,1;8;19;19;8;1
5,15;2;4;8;18,1;9;24;24;9;1
5,15;2;4;8;20,1;9;24;24;9;1
5,15;2;4;8;22,1;10;28;28;10;1
5,15;2;4;8;24,1;9;24;24;9;1
5,15;2;4;8;26,1;10;28;28;10;1
5,15;2;4;8;28,1;10;28;28;10;1
5,15;2;4;8;30,1;11;31;31;11;1
5,15;2;4;8;31,1;12;34;34;12;1
5,15;2;4;10;16,1;9;23;23;9;1
5,15;2;4;10;18,1;10;28;28;10;1
5,15;2;4;10;20,1;10;29;29;10;1
5,15;2;4;10;22,1;11;33;33;11;1
5,15;2;4;10;26,1;11;32;32;11;1
5,15;2;4;10;30,1;12;36;36;12;1
5,15;2;4;10;31,1;13;40;40;13;1
5,15;2;4;12;16,1;9;23;23;9;1
5,15;2;4;12;18,1;10;29;29;10;1
5,15;2;4;12;20,1;10;28;28;10;1
5,15;2;4;12;22,1;11;33;33;11;1
5,15;2;4;12;28,1;11;32;32;11;1
5,15;2;4;12;30,1;12;36;36;12;1
5,15;2;4;12;31,1;13;40;40;13;1
5,15;2;4;14;16,1;10;26;26;10;1
5,15;2;4;14;18,1;11;32;32;11;1
5,15;2;4;14;20,1;11;32;32;11;1
5,15;2;4;14;22,1;12;36;36;12;1
5,15;2;4;14;30,1;13;39;39;13;1
5,15;2;4;14;31,1;14;44;44;14;1
5,15;2;4;15;16,1;11;29;29;11;1
5,15;2;4;15;18,1;12;36;36;12;1
5,15;2;4;15;20,1;12;36;36;12;1
5,15;2;4;15;22,1;13;41;41;13;1
5,15;2;4;15;31,1;15;47;47;15;1
5,15;2;6;8;16,1;9;23;23;9;1
5,15;2;6;8;18,1;10;28;28;10;1
5,15;2;6;8;22,1;11;32;32;11;1
5,15;2;6;8;24,1;10;29;29;10;1
5,15;2;6;8;26,1;11;33;33;11;1
5,15;2;6;8;30,1;12;36;36;12;1
5,15;2;6;8;31,1;13;40;40;13;1
5,15;2;6;10;16,1;10;27;27;10;1
5,15;2;6;10;18,1;11;32;32;11;1
5,15;2;6;10;22,1;12;37;37;12;1
5,15;2;6;10;26,1;12;37;37;12;1
5,15;2;6;10;30,1;13;41;41;13;1
5,15;2;6;10;31,1;14;46;46;14;1
5,15;2;6;14;16,1;11;30;30;11;1
5,15;2;6;14;18,1;12;36;36;12;1
5,15;2;6;14;22,1;13;40;40;13;1
5,15;2;6;14;30,1;14;44;44;14;1
5,15;2;6;14;31,1;15;50;50;15;1
5,15;2;6;15;16,1;12;34;34;12;1
5,15;2;6;15;18,1;13;41;41;13;1
5,15;2;6;15;22,1;14;46;46;14;1
5,15;2;6;15;31,1;16;54;54;16;1
5,15;2;12;8;16,1;9;23;23;9;1
5,15;2;12;8;18,1;10;29;29;10;1
5,15;2;12;8;24,1;10;28;28;10;1
5,15;2;12;8;26,1;11;33;33;11;1
5,15;2;12;8;28,1;11;32;32;11;1
5,15;2;12;8;30,1;12;36;36;12;1
5,15;2;12;8;31,1;13;40;40;13;1
5,15;2;12;12;16,1;10;27;27;10;1
5,15;2;12;12;18,1;11;34;34;11;1
5,15;2;12;12;28,1;12;36;36;12;1
5,15;2;12;12;30,1;13;41;41;13;1
5,15;2;12;12;31,1;14;46;46;14;1
5,15;2;14;8;16,1;10;26;26;10;1
5,15;2;14;8;18,1;11;32;32;11;1
5,15;2;14;8;24,1;11;32;32;11;1
5,15;2;14;8;26,1;12;36;36;12;1
5,15;2;14;8;30,1;13;39;39;13;1
5,15;2;14;8;31,1;14;44;44;14;1
5,15;2;14;10;16,1;11;30;30;11;1
5,15;2;14;10;18,1;12;36;36;12;1
5,15;2;14;10;26,1;13;40;40;13;1
5,15;2;14;10;30,1;14;44;44;14;1
5,15;2;14;10;31,1;15;50;50;15;1
5,15;2;14;14;16,1;12;33;33;12;1
5,15;2;14;14;18,1;13;40;40;13;1
5,15;2;14;14;30,1;15;47;47;15;1
5,15;2;14;14;31,1;16;54;54;16;1
5,15;2;15;8;16,1;11;29;29;11;1
5,15;2;15;8;18,1;12;36;36;12;1
5,15;2;15;8;24,1;12;36;36;12;1
5,15;2;15;8;26,1;13;41;41;13;1
5,15;2;15;8;31,1;15;47;47;15;1
5,15;2;15;10;16,1;12;34;34;12;1
5,15;2;15;10;18,1;13;41;41;13;1
5,15;2;15;10;26,1;14;46;46;14;1
5,15;2;15;10;31,1;16;54;54;16;1
5,15;2;15;15;16,1;14;40;40;14;1
5,15;2;15;15;18,1;15;49;49;15;1
5,15;2;15;15;31,1;18;61;61;18;1
5,15;6;4;8;16,1;9;23;23;9;1
5,15;6;4;8;20,1;10;28;28;10;1
5,15;6;4;8;22,1;11;32;32;11;1
5,15;6;4;8;24,1;10;29;29;10;1
5,15;6;4;8;28,1;11;33;33;11;1
5,15;6;4;8;30,1;12;36;36;12;1
5,15;6;4;8;31,1;13;40;40;13;1
5,15;6;4;12;16,1;10;27;27;10;1
5,15;6;4;12;20,1;11;32;32;11;1
5,15;6;4;12;22,1;12;37;37;12;1
5,15;6;4;12;28,1;12;37;37;12;1
5,15;6;4;12;30,1;13;41;41;13;1
5,15;6;4;12;31,1;14;46;46;14;1
5,15;6;4;14;16,1;11;30;30;11;1
5,15;6;4;14;20,1;12;36;36;12;1
5,15;6;4;14;22,1;13;40;40;13;1
5,15;6;4;14;30,1;14;44;44;14;1
5,15;6;4;14;31,1;15;50;50;15;1
5,15;6;4;15;16,1;12;34;34;12;1
5,15;6;4;15;20,1;13;41;41;13;1
5,15;6;4;15;22,1;14;46;46;14;1
5,15;6;4;15;31,1;16;54;54;16;1
5,15;6;6;8;16,1;10;27;27;10;1
5,15;6;6;8;22,1;12;36;36;12;1
5,15;6;6;8;24,1;11;34;34;11;1
5,15;6;6;8;30,1;13;41;41;13;1
5,15;6;6;8;31,1;14;46;46;14;1
5,15;6;6;14;16,1;12;34;34;12;1
5,15;6;6;14;22,1;14;44;44;14;1
5,15;6;6;14;30,1;15;49;49;15;1
5,15;6;6;14;31,1;16;56;56;16;1
5,15;6;6;15;16,1;13;39;39;13;1
5,15;6;6;15;22,1;15;51;51;15;1
5,15;6;6;15;31,1;17;61;61;17;1
5,15;10;4;8;16,1;9;23;23;9;1
5,15;10;4;8;20,1;10;29;29;10;1
5,15;10;4;8;24,1;10;28;28;10;1
5,15;10;4;8;26,1;11;32;32;11;1
5,15;10;4;8;28,1;11;33;33;11;1
5,15;10;4;8;30,1;12;36;36;12;1
5,15;10;4;8;31,1;13;40;40;13;1
5,15;10;4;10;16,1;10;27;27;10;1
5,15;10;4;10;20,1;11;34;34;11;1
5,15;10;4;10;26,1;12;36;36;12;1
5,15;10;4;10;30,1;13;41;41;13;1
5,15;10;4;10;31,1;14;46;46;14;1
5,15;10;12;8;16,1;10;27;27;10;1
5,15;10;12;8;24,1;11;32;32;11;1
5,15;10;12;8;26,1;12;37;37;12;1
5,15;10;12;8;28,1;12;37;37;12;1
5,15;10;12;8;30,1;13;41;41;13;1
5,15;10;12;8;31,1;14;46;46;14;1
5,15;10;14;8;16,1;11;30;30;11;1
5,15;10;14;8;24,1;12;36;36;12;1
5,15;10;14;8;26,1;13;40;40;13;1
5,15;10;14;8;30,1;14;44;44;14;1
5,15;10;14;8;31,1;15;50;50;15;1
5,15;10;14;10;16,1;12;34;34;12;1
5,15;10;14;10;26,1;14;44;44;14;1
5,15;10;14;10;30,1;15;49;49;15;1
5,15;10;14;10;31,1;16;56;56;16;1
5,15;10;15;8;16,1;12;34;34;12;1
5,15;10;15;8;24,1;13;41;41;13;1
5,15;10;15;8;26,1;14;46;46;14;1
5,15;10;15;8;31,1;16;54;54;16;1
5,15;10;15;10;16,1;13;39;39;13;1
5,15;10;15;10;26,1;15;51;51;15;1
5,15;10;15;10;31,1;17;61;61;17;1
5,15;14;4;8;16,1;10;26;26;10;1
5,15;14;4;8;20,1;11;32;32;11;1
5,15;14;4;8;24,1;11;32;32;11;1
5,15;14;4;8;28,1;12;36;36;12;1
5,15;14;4;8;30,1;13;39;39;13;1
5,15;14;4;8;31,1;14;44;44;14;1
5,15;14;4;12;16,1;11;30;30;11;1
5,15;14;4;12;20,1;12;36;36;12;1
5,15;14;4;12;28,1;13;40;40;13;1
5,15;14;4;12;30,1;14;44;44;14;1
5,15;14;4;12;31,1;15;50;50;15;1
5,15;14;4;14;16,1;12;33;33;12;1
5,15;14;4;14;20,1;13;40;40;13;1
5,15;14;4;14;30,1;15;47;47;15;1
5,15;14;4;14;31,1;16;54;54;16;1
5,15;14;12;8;16,1;11;30;30;11;1
5,15;14;12;8;24,1;12;36;36;12;1
5,15;14;12;8;28,1;13;40;40;13;1
5,15;14;12;8;30,1;14;44;44;14;1
5,15;14;12;8;31,1;15;50;50;15;1
5,15;14;12;12;16,1;12;34;34;12;1
5,15;14;12;12;28,1;14;44;44;14;1
5,15;14;12;12;30,1;15;49;49;15;1
5,15;14;12;12;31,1;16;56;56;16;1
5,15;14;14;8;16,1;12;33;33;12;1
5,15;14;14;8;24,1;13;40;40;13;1
5,15;14;14;8;30,1;15;47;47;15;1
5,15;14;14;8;31,1;16;54;54;16;1
5,15;14;14;14;16,1;14;40;40;14;1
5,15;14;14;14;30,1;17;55;55;17;1
5,15;14;14;14;31,1;18;64;64;18;1
5,15;15;4;8;16,1;11;29;29;11;1
5,15;15;4;8;20,1;12;36;36;12;1
5,15;15;4;8;24,1;12;36;36;12;1
5,15;15;4;8;28,1;13;41;41;13;1
5,15;15;4;8;31,1;15;47;47;15;1
5,15;15;4;12;16,1;12;34;34;12;1
5,15;15;4;12;20,1;13;41;41;13;1
5,15;15;4;12;28,1;14;46;46;14;1
5,15;15;4;12;31,1;16;54;54;16;1
5,15;15;4;15;16,1;14;40;40;14;1
5,15;15;4;15;20,1;15;49;49;15;1
5,15;15;4;15;31,1;18;61;61;18;1
5,15;15;12;8;16,1;12;34;34;12;1
5,15;15;12;8;24,1;13;41;41;13;1
5,15;15;12;8;28,1;14;46;46;14;1
5,15;15;12;8;31,1;16;54;54;16;1
5,15;15;12;12;16,1;13;39;39;13;1
5,15;15;12;12;28,1;15;51;51;15;1
5,15;15;12;12;31,1;17;61;61;17;1
5,15;15;15;8;16,1;14;40;40;14;1
5,15;15;15;8;24,1;15;49;49;15;1
5,15;15;15;8;31,1;18;61;61;18;1
5,15;15;15;15;16,1;17;52;52;17;1
5,15;15;15;15;31,1;21;76;76;21;1
5,17;2;4;8;16,1;6;13;13;6;1
5,17;2;4;8;17,1;7;16;16;7;1
5,17;2;4;10;16,1;7;17;17;7;1
5,17;2;4;10;17,1;8;21;21;8;1
5,17;2;4;12;16,1;7;17;17;7;1
5,17;2;4;12;17,1;8;21;21;8;1
5,17;2;4;14;16,1;8;21;21;8;1
5,17;2;4;14;17,1;9;26;26;9;1
5,17;2;4;24;16,1;7;16;16;7;1
5,17;2;4;25;16,1;8;19;19;8;1
5,17;2;4;25;17,1;9;22;22;9;1
5,17;2;4;26;16,1;8;20;20;8;1
5,17;2;4;27;16,1;9;23;23;9;1
5,17;2;4;27;17,1;10;27;27;10;1
5,17;2;4;28;16,1;8;20;20;8;1
5,17;2;4;29;16,1;9;23;23;9;1
5,17;2;4;29;17,1;10;27;27;10;1
5,17;2;4;30;16,1;9;24;24;9;1
5,17;2;4;31;16,1;10;27;27;10;1
5,17;2;4;31;17,1;11;32;32;11;1
5,17;2;6;8;16,1;7;17;17;7;1
5,17;2;6;8;17,1;8;21;21;8;1
5,17;2;6;10;16,1;8;21;21;8;1
5,17;2;6;10;17,1;9;26;26;9;1
5,17;2;6;14;16,1;9;25;25;9;1
5,17;2;6;14;17,1;10;31;31;10;1
5,17;2;6;24;16,1;8;21;21;8;1
5,17;2;6;25;16,1;9;25;25;9;1
5,17;2;6;25;17,1;10;29;29;10;1
5,17;2;6;26;16,1;9;25;25;9;1
5,17;2;6;27;16,1;10;29;29;10;1
5,17;2;6;27;17,1;11;34;34;11;1
5,17;2;6;30;16,1;10;29;29;10;1
5,17;2;6;31;16,1;11;33;33;11;1
5,17;2;6;31;17,1;12;39;39;12;1
5,17;2;12;8;16,1;7;17;17;7;1
5,17;2;12;8;17,1;8;21;21;8;1
