n,j,C_n_j,parking_functions
100,87,1308490411854822645135633048036740095310078248148161442972708475777783871819288884915252863102811489993331824464179895730887587266456175485562866668765971550033561525118582027372187303925924248160612,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,88,1305571804816405497985375968615999471379590097824256133405848659305215672222037479268306444112024705553201717641429347855820977543159176952263481388754772843684390630149972836611616506256993773250534,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,89,1302218542354133342032394702227922355675786374718439896174385639027411247551043959543923929195465899466732888086041792893188291068383073143240333863054686417714357202890416364095828719118281018533825,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,90,1298319106292420858769938610871413868967887850097791176939660733354654929564251904393214027283441392528415617365812620469453282096160361962108444294912916540134913961817902827074407254210924771599955,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,91,1293720305077999655551229801932111339938268628535947954068022745086230745572825195514745407142836741439425239726417730842460497236783789826884271239887649445166644388064537735384475421063874581163906,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,92,1288205658900606704394423184852265486902654319400943442104286128188785836465063802383584765236312274460525302558037745771351584006621709457726708786796672253985966854312030438012617038535643436340692,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,93,1281458701520101836608717494536430130037031686856489990834621529540921800469375638379746022290997153712870517436177856671721455558547143446030426438853484750639899025481639711907691798560589452254319,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,94,1272997237732483489492304259672889276457436160599219743015825152225669744072281440950060879856593158921884164618464288797547047882763812090658384877272969995253398544488100636115481581743506158603825,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,95,1262047497238522938381541949355150364125332572617429362867750925511239231137642342225869105194160427330554912484554667223102470252396046065461614445729347786932949821257578146624451574357845082788240,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,96,1247282073709370652695190489804472234466861353120742499664761986813350543324293480915432517968554172426925189717327010596662504369401086536342457074440378879097916026284419916659615179792536320458866,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,97,1226210127671660342374248401090611064937447831530239374071125956032773926259547712108454099309344214966889281362844812926303962298677912311953289930303520727813001258357899275195569699754535751820717,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
