n,primitive_orbits,B_n,twelve_B_n,proved_divisor
194,81314652411609663229323332711254124422872436541845823682289660639972176736705863321060140606574824066813635592760698504769465507334,4321110235498441026109221634140404103670551415763940040508537604419820211324575583008828813188161551005082133742198878986580163/2,25926661412990646156655329804842424622023308494583640243051225626518921267947453498052972879128969306030492802453193273919480978,9409
195,400019908984672000298885905004587880842521068598200130242497781035336750463155292567308722790149363999285410370811899304587227264550,31559756132912978327328276528961568508285685885459576350492921580697179523720338664087473198433874871738493914856954580243568226/3,126239024531651913309313106115846274033142743541838305401971686322788718094881354656349892793735499486953975659427818320974272904,12675
196,1967938486828260061170580818253448439265923799911151408161960532790291488060275041998356003009447354594703803663249707171458495437664,51227053488865578435302499433919420014210844437503941278684936817739782592156264108661911781795276827225734164495254768103355254,614724641866386941223629993207033040170530133250047295344219241812877391105875169303942941381543321926708809973943057217240263048,9604
197,9681850526973772212606903353460158471005524661798787737224161161982862894467597731523361972467242489571002189019515129030192314018067,249474362312189755278592680910617600840153692746496630606925227704472233102311261086947923741071465113015078693589505759751405963,2993692347746277063343112170927411210081844312957959567283102732453666797227735133043375084892857581356180944323074069117016871556,38809
198,47634542442951751876625016236137399135564703577061498040968354409973330617085270467441412767000024873817689210979316363381643261718864,3645128745251894082998547309162641501038009150372015460741380043615957347496577170756153410391798658847389746784459470720970558748/3,14580514981007576331994189236650566004152036601488061842965520174463829389986308683024613641567194635389558987137837882883882234992,3267
199,234370109876868120271439174296108973000623356906128589490967216470207945504122622256391597055771593618836521890854142801978106394101601,5918287666393982987082123539711344991303839723899108342995561134067522171261398001474498044387050670913272944896698133935458862001,71019451996727795844985482476536139895646076686789300115946733608810266055136776017693976532644608050959275338760377607225506344012,39601
200,1153184733351255221293320354150880417892890871697015033194677372596833852794072974629161966121128569550382123347559752047569178189860000,57659236667562761064666017707544020894644543584850751659733868629841692639703648731458098306056428477519106167377987602378458909493/2,345955420005376566387996106245264125367867261509104509958403211779050155838221892388748589836338570865114637004267925614270753456958,10000
201,5674293764825461773047449316401544939276296135196823182016432691121555821286154040428316460780435248064311316608907771663511843359560986,421348018476680906887016359723883934007299037290920263014511969341468465232505683554489972583384216831091654905243021583389904459758/3,1685392073906723627548065438895535736029196149163681052058047877365873860930022734217959890333536867324366619620972086333559617839032,13467
202,27921635756267060606096530486615316663782548090212301852753257352457117082076952906785937301889894040979376214355703717985004568755132078,1368573461242381168811711130605593405733876487119512883675779695738511767575578517144688623756979415791558485165949598960151189528239/2,8211440767454287012870266783633560434403258922717077302054678174431070605453471102868131742541876494749350910995697593760907137169434,10201
203,137399720504760857311467121765768757123823003381011772084656994528455251693482516806463444908794460401994975942505435452543923314212513249,3334216324219487425355313687926636344580625673542473054057535842375579404826191288467651360353186449610400056844510554794921578155561,40010595890633849104263764255119636134967508082509676648690430108506952857914295461611816324238237395324800682134126657539058937866732,41209
204,676155578066342851449428333521662605901413806816892082182377991868310832701741119724322162320056856186658444492083670175921184615664767236,194969889869187673428324202284216437687835584433936586557779121069293781055865374776332803437155956224526656427936467755455935586985227/12,194969889869187673428324202284216437687835584433936586557779121069293781055865374776332803437155956224526656427936467755455935586985227,3468
205,3327538282163049968905021006912063838565793733391583588221549500738890574232206627868941078286268558322332184931150026237543850224741343725,79179971021131468623557906172803422690441254810031733211696597281115778089998967944531613998483487408026940747915527096669693045205029,950159652253577623482694874073641072285295057720380798540359167373389337079987615334379367981801848896323288974986325160036316542460348,42025
206,16376269371274533777998609256647680900601846373180060972314467745950215016328811529479052355489385694619553631767908060287263476168873166226,771810225811788753793882988813633749674891430539167733637216879345377274782204332617544177372484951202731342811193706300653382796157657/2,4630861354870732522763297932881802498049348583235006401823301276072263648693225995705265064234909707216388056867162237803920296776945942,10609
207,80597621127457993543635137651447486304787391908907754394488564569772089145479438404217815582280834267647309127599414065996724769831316826137,5642905630991948018177913439154763446389931520612459174857422430145773937231634698888035817564995747927417848323140381292216254976637739/3,22571622523967792072711653756619053785559726082449836699429689720583095748926538795552143270259982991709671393292561525168865019906550956,14283
208,396683981461982934731071663403457733662470862698937810688514832243728149621789579550892863792925794605779310414355684791877526548822378589696,9168915991632371827178986302779625870526785842708436822497106884331734227574648195980326918290629498099558765124715347445394012315606014,110026991899588461926147835633355510446321430112501241869965282611980810730895778351763923019487553977194705181496584169344728147787272168,10816
